3532;Lyukóvölgy Kishajtás
3532;Lyukóvölgy Kutyor
3532;Lyukóvölgyi
3534;Madách Imre            
3530;Mádai Lajos            
3516;Madár                  
3525;Madarász Viktor        
3533;Magashegy
3533;Magyar                 
3521;Magyar László          
3535;Majális
3535;Majláth István         
3525;Major                  
3508;Május 1.               
3508;Málnás                 
3508;Malom                  
3530;Malomszög              
3521;Mályva                 
3533;Mányoki Ádám           
3521;Marek József           
3533;Margaréta
3501;Margitta               
3525;Margittai              
3534;Mária                  
3519;Máriássy Sándor        
3525;Marjalaki Kiss Lajos   
3532;Maros                  
3528;Martin Károly          
3533;Martinász              
3527;Martinovics Ignác      
3529;Martinovics Ignác      
3530;Mártírok
3534;Márton bíró            
3533;Második                
3519;Mátra                  
3525;Mátyás király          
3527;MÁV                    
3526;Mechatronik
3519;Mécs László
3525;Mecsek                 
3508;Mécses                 
3529;Medgyessy Ferenc       
3524;Mednyánszky László     
3518;Meggyes
3530;Meggyesalja            
3532;Méhész                 
3530;Melinda                
3533;Mély                   
3530;Mélyvölgy              
3501;Mendikás               
3516;Meredek                
3519;Mérnök                 
3533;Mester                 
3508;Mész                   
3519;Mészáros               
3508;Mésztelep
3508;Mésztelepi
3534;Mexikó                 
3534;Mexikóvölgy            
3521;Méz                    
3528;Mező                   
3516;Mihályka
3529;Mikes Kelemen          
3532;Miklós                 
3529;Mikszáth Kálmán        
3530;Mindszent              
3521;Miskolci               
3519;Miskolctapolcai        
3534;Mogyoró                
3519;Moha
3535;Mohás                  
3521;Mohostó                
3534;Mokri-Mészáros         
3534;Mongol                 
3519;Monostor               
3533;Mónus Illés            
3535;Móra Ferenc            
3534;Móricz Zsigmond        
3534;Muhi                   
3530;Munkácsy Mihály        
3534;Munkás                 
3528;Mura                   
3525;Muskátli
3531;Muszkás
3529;Műhely                 
3508;Nádas                  
3533;Nádastó
3525;Nagy Ferenc            
3525;Nagy Imre
3532;Nagy Kerekhegy
3532;Nagy király
3534;Nagy Lajos király      
3521;Nagy László            
3518;Nagy László            
3531;Nagy Sándor            
3530;Nagy-Avas alsó
3530;Nagy-Avas csonka
3530;Nagy-Avas felső
3530;Nagy-Avas közép
3533;Nagycsermőke           
3515;Nagykőkötő
3533;Nagymagashegy
3528;Nagypást               
3508;Nagyszalonta           
3508;Nagyszebeni            
3519;Nagyszentbenedek       
