CODE;NUTS_3
BBG2107;MT001
BBG2108;MT001
BBG2109;MT001
BBG2110;MT001
BBG2111;MT001
BBG2120;MT001
BBG2121;MT001
BBG2122;MT001
BBG2130;MT001
BBG2131;MT001
BBG2140;MT001
BBG2141;MT001
BBG2150;MT001
BBG2151;MT001
BBG2160;MT001
BBG2170;MT001
BBG2171;MT001
BBG2172;MT001
BBG2173;MT001
BBG2200;MT001
BBG2201;MT001
BBG2203;MT001
BBG2210;MT001
BBG2211;MT001
BBG2212;MT001
BBG2213;MT001
BBG2230;MT001
BBG2231;MT001
BBG2232;MT001
BBG2233;MT001
BBG2234;MT001
BBG2235;MT001
BBG2240;MT001
BBG2241;MT001
BBG2242;MT001
BBG2243;MT001
BBG2244;MT001
BBG2245;MT001
BBG2246;MT001
BBG2247;MT001
BBG2248;MT001
BBG2249;MT001
BBG2250;MT001
BBG2251;MT001
BBG2252;MT001
BBG2253;MT001
BBG2254;MT001
BBG2255;MT001
BBG2260;MT001
BBG2261;MT001
BBG2262;MT001
BBG2263;MT001
BBG2271;MT001
BBG2273;MT001
BBG2281;MT001
BBG2283;MT001
BBG2290;MT001
BBG2292;MT001
BBG2294;MT001
BBG2295;MT001
BBG2296;MT001
BBG2297;MT001
BBG2298;MT001
BBG2299;MT001
BBG2300;MT001
BBG2301;MT001
BBG2302;MT001
BBG2303;MT001
BBG2304;MT001
BBG2305;MT001
BBG2306;MT001
BBG2307;MT001
BBG2309;MT001
BBG2310;MT001
BBG2311;MT001
BBG2312;MT001
BBG2320;MT001
BBG2321;MT001
BBG2330;MT001
BBG2331;MT001
BBG2340;MT001
BBG2341;MT001
BBG2342;MT001
BBG2343;MT001
BBG2344;MT001
BBG2345;MT001
BBG2346;MT001
BBG2347;MT001
BBG2348;MT001
BBG2349;MT001
BBG2350;MT001
BBG2351;MT001
BBG2360;MT001
BBG2362;MT001
BBG2364;MT001
BBG2366;MT001
BBG2367;MT001
BBG2368;MT001
BBG2369;MT001
BBG2370;MT001
BBG2371;MT001
BBG2380;MT001
BBG2381;MT001
BBG2382;MT001
BBG2390;MT001
BBG2391;MT001
BBG2400;MT001
BBG2401;MT001
BBG2402;MT001
BBG2410;MT001
BBG2411;MT001
BBG2412;MT001
BBG2413;MT001
BBG2414;MT001
BBG2415;MT001
BBG2417;MT001
BBG2420;MT001
BBG2422;MT001
BBG2424;MT001
BBG2430;MT001
BBG2431;MT001
BBG2440;MT001
BBG2441;MT001
BBG2442;MT001
BBG2443;MT001
BBG2444;MT001
BBG2445;MT001
BBG2450;MT001
BBG2451;MT001
BBG2452;MT001
BBG2453;MT001
BBG2461;MT001
BBG2463;MT001
BBG2465;MT001
BBG2467;MT001
BBG2470;MT001
BBG2471;MT001
BBG2500;MT001
BBG2501;MT001
BBG2503;MT001
BBG2504;MT001
BBG2505;MT001
BBG2510;MT001
BBG2511;MT001
BBG2520;MT001
BBG2521;MT001
BBG2522;MT001
BBG2523;MT001
BBG2530;MT001
BBG2532;MT001
BBG2540;MT001
BBG2541;MT001
BBG2551;MT001
BBG2553;MT001
BBG2561;MT001
BBG2562;MT001
BBG2563;MT001
BBG2564;MT001
BBG2565;MT001
BBG2566;MT001
BBG2570;MT001
BBG2572;MT001
BBG2574;MT001
BBG2576;MT001
BBG2578;MT001
BBG2580;MT001
BBG2600;MT001
BBG2601;MT001
BBG2603;MT001
BBG2605;MT001
BBG2607;MT001
BBG2608;MT001
BBG2609;MT001
BBG2611;MT001
BBG2630;MT001
BBG2631;MT001
BBG2632;MT001
BBG2633;MT001
BBG2640;MT001
BBG2642;MT001
BBG2650;MT001
BBG2651;MT001
BBG2652;MT001
BBG2653;MT001
BBG2660;MT001
BBG2662;MT001
BBG2702;MT001
BBG2703;MT001
BBG2705;MT001
BBG2714;MT001
BBG2720;MT001
BBG2721;MT001
BBG2723;MT001
BBG2731;MT001
BBG2732;MT001
BBG2733;MT001
BBG2740;MT001
BBG2741;MT001
BBG2761;MT001
BBG2770;MT001
BBG2771;MT001
BBG2773;MT001
BBG2774;MT001
BBG2775;MT001
BBG2776;MT001
BBG2777;MT001
BBG2779;MT001
BBG2780;MT001
BBG2782;MT001
BBG2793;MT001
BBG3000;MT001
BBG3010;MT001
BBG3011;MT001
BBG3041;MT001
BBG3043;MT001
BBG3044;MT001
BBG3045;MT001
BBG3063;MT001
BBG3070;MT001
BBG3071;MT001
BBG3072;MT001
BBG3073;MT001
BBG3075;MT001
BBG3120;MT001
